hellocacban,4,42,152.168,74
hahahih,4,43,349.926,34
huytran,3,11,20.8402,98
huynhhahah,3,11,20.8543,98
conchimnon,3,12,24.9279,98
huhuh,3,12,25.6092,98
er,3,13,24.9365,98
haoht,3,12,19.7637,98
helll,3,11,28.7799,96
JSJS,3,13,38.0803,94
haoht23,3,12,51.6728,92
huynhthienhao,3,12,59.7283,90
huanhiv,3,12,243.337,54
